CODIGO;COD.LABO;DESCRIPCION;FEC.VCTO;PRINCIPIO.ACTIVO; PREC.CAJA
5058;LFT;DEXAVET  2MG/5ML X 100 ML;31/08/2026;; S/ 9.00 
27081;LFT;DEXAVET 4.0MG X150 TAB;31/01/2029;DEXAMETASONA; S/ 48.00 
29316;LFT;DEXAVET DIEP 60 MONOD;30/11/2027;DEXAMETASONA; S/ 39.00 
29343;DDA;DEXCORTIL 4MG/2ML  10 AMP;31/01/2028;DEXAMETASONA; S/ 4.50 
6507;LAP;DEXTROMETORFANO 15MG/5ML JBE 120ML;28/02/2028;DEXTROMETORFANO; S/ 3.50 
26719;QUI;DEXTROMETORFANO 15MG/5ML JBE 120ML;31/01/2029;DEXTROMETORFANO; S/ 5.00 
637;PGE;DEXTROSA 33.3 X 25 AMPOLLAS;31/01/2027;DEXTROSA; S/ 28.00 
28591;LGE;DIBALSAM CONGEST 5MG+10MG+100MG/5ML JBE X 120ML;30/11/2028;DEXTROME+GUAIFENESINA+FENILEFR; S/ 13.50 
31245;LIP;DICLOFEN 75MG/3ML SOL.INY X100VIAL-DICLOFENACO;31/10/2027;DICLOFENACO; S/ 45.00 
30474;LAP;DICLOFENACO  50MG X 100 TAB;31/01/2028;DICLOFENACO; S/ 9.00 
6623;IQF;DICLOFENACO  50MG X100 TABLETAS;30/12/2029;DICLOFENACO; S/ 7.50 
30400;LAP;DICLOFENACO 100MG X 100 TAB LIB PRO;31/10/2027;DICLOFENACO; S/ 13.50 
26746;GEN;DICLOFENACO 100MG X 20 TABLETAS;30/06/2026;DICLOFENACO; S/ 10.00 
27407;LLA;DICLOFENACO 75MG/3ML X100 AMP;31/10/2027;DICLOFENACO; S/ 42.00 
27757;LAP;DICLOFENACO GEL 1% X 50 GRAMOS.;30/08/2028;DICLOFENACO; S/ 3.00 
21702;FIN;DICLOFENACO GEL 1% X 50 GRAMOS.;30/06/2027;DICLOFENACO; S/ 4.50 
4927;GEN;DICLOFENACO GEL 1% X 50 GRAMOS.;30/06/2028;DICLOFENACO; S/ 5.30 
31334;GEN;DICLOFENACO SODICO 75MG/3ML X 10AMP;28/02/2027;DICLOFENACO SODICO; S/ 15.50 
29703;DDA;DICLOFIX 75MG/3ML X 10 AMP DICLOFENACO;31/07/2027;DICLOFENACO; S/ 4.50 
33661;ILS;DICLOTEK 75MG/3ML SOL.INY. X 10AMP.IM;31/05/2028;DICLOFENACO SODICO; S/ 3.50 
25893;IQF;DICLOXACILINA 250MG/5ML SUSP 60ML;28/02/2027;DICLOXACILINA; S/ 4.60 
27486;LAP;DICLOXACILINA 250MG/5ML SUSP 60ML;30/11/2027;DICLOXACILINA; S/ 3.50 
6684;LAP;DICLOXACILINA 500MG X100 CAP;30/04/2028;DICLOXACILINA; S/ 31.00 
27994;IQF;DICLOXACILINA 500MG X100 CAP;30/06/2027;DICLOXACILINA; S/ 37.00 
30928;AJR;DICUTAN 20MG X 30 CAP BLAN-ISOTRETINOINA;10/04/2028;ISOTRETINOINA; S/ 41.00 
29409;BNH;DIGERMIN 200M SUSP X 10 AMP;31/08/2027;BACILLUS CLAUSII ESPORAS; S/ 11.50 
33619;BNH;DIGERMIN KIDS 2000M SUS X 10AMP. SAB.NARANJA;31/01/2027;BACILLUS CLAUSII ESPORAS; S/ 15.00 
29319;ANS;DIGESTASE 80MG X  60 TAB MAST;31/10/2027;SIMETICONA; S/ 53.00 
28243;CFM;DILOVET 500MG X100 CAP;31/12/2027;DICLOXACILINA; S/ 37.00 
4379;GEN;DILTIAZEM 60MG X 20 TABL;30/06/2027;DILTIAZEM; S/ 3.90 
23051;LAP;DIMENHIDRINATO 50MG X100 TAB;30/01/2029;DIMENHIDRINATO; S/ 5.50 
33531;LAP;DIMENHIDRINATO 50MG/ML SOL.INY.IM X 10AMP.;30/01/2028;DIMENHIDRINATO; S/ 10.00 
6271;LFT;DIMENS 5MG/5ML DIEPHAR JBE X 60MONODOSIS;31/12/2028;LORATADINA; S/ 34.00 
4921;LFT;DIMENS JBE 120 ML;31/07/2026;; S/ 8.00 
29115;MAR;DIOSMIN H 500 MG CAJA X 60 COMP;31/03/2027;DIOSMINA+HESPERIDINA; S/ 86.00 
30813;BAG;DIOXAFLEX 75MG/3ML X 3 AMP(DICLOFENACO SODICO);17/11/2027;DICLOFENACO SODICO; S/ 24.00 
33624;BAG;DIOXAFLEX CB 50MG X 120CAP.BLANDAS;21/06/2027;DICLOFENACO POTASICO; S/ 404.00 
31515;ORG;DIPROSPAN 5MG+2MG SOL.INY. X 1AMP.DE 1ML;31/08/2026;BETA(DIPROPINATO)+BETA(SOD.FOS; S/ 33.00 
6238;FER;DISLEP 25MG X 20 COM;31/01/2027;LEVOSULPIRIDA; S/ 60.00 
29239;GME;DIVINA X 28 TAB;29/02/2028;LEVONO+ETINILESTR+FUMARAT FERR; S/ 3.00 
27736;VTP;DOBESILATO DE CALC 500MG X100 CAP;31/08/2028;DOBESILATO CALCIO; S/ 31.00 
29864;BNH;DOBESIUM 75 MCG TAB X 50;28/02/2028;LEVOTIROXINA; S/ 11.50 
27059;LBF;DOBEXILAB 500MG X100 CAP;30/06/2028;; S/ 64.00 
30140;INTF;DOLALIVIO ANTIGRIPAL DIA X 60 SOBRES;31/07/2027;PARACETAM+GUAIFENESINA+FENILEF; S/ 63.00 
29942;INTF;DOLALIVIO ANTIGRIPAL NOCHE X 60 SOB;28/02/2027;PARACETA+AC.ASCORBICO+CLORFENA; S/ 65.00 
30881;INTF;DOLALIVIO ANTIMIGRAÑA X 100 TAB;30/09/2027;PARACETAMOL+AC.ACETTIL+CAFEINA; S/ 24.00 
31268;DOL;DOLATRIM PEDIATRICO FCO X 60ML;30/11/2028;SULFAMETAXOL-TRIMETOPRIMA.; S/ 6.00 
31298;CFM;DOLMACAF INFANTIL 100MG/ML FCO X 15ML;30/11/2026;PARACETAMOL; S/ 6.00 
30664;IQF;DOLO DOLFENEX FORTE 50+50+50MG+0.25MG X 100CAP;30/04/2027;DICLOF+TIAMI+PIRIDOXINA+CIANOC; S/ 67.00 
31195;LPC;DOLO MIOPRESS FORTE X 100 TAB.REC.;31/05/2027;PARACETAMOL + ORFENADRINA; S/ 73.00 
33658;PGP;DOLO NEUROBION 1% GEL X 30GR.;31/10/2028;DICLOFENACO SODICO; S/ 18.00 
33577;MER;DOLO NEUROBION FORTE NF X 200 CAPSULAS;31/12/2027;TIAM+PIRID+CIANOC+DICLO SODIC; S/ 630.00 
31126;MAR;DOLO NEUROFOR CJA X 100CAP;28/02/2027;DICLO+CLO.TIA+CLO.PIRI+CIANOCO; S/ 97.50 
26893;LPC;DOLO NEUROPRESS FORTE X 60 TAB;31/05/2027;DICLOF+TIAMI+PIRIDOXINA+CIANOC; S/ 46.00 
33566;CFM;DOLO ROD-B CJA X 105 CAPSULAS;31/07/2027;DICLOF+TIAMI+PIRIDOXINA+CIANOC; S/ 65.00 
3945;MAR;DOLOAPROXOL DUAL FORTE NF X 100 COMP;30/09/2027;PARACETAMOL+IBUPROFENO; S/ 48.00 
31030;LAP;DOLOBRAN FORTE X 100 TAB REC;30/12/2027;PARACETAMOL+IBUPROFENO; S/ 18.50 
31279;ANS;DOLOCORDRALAN 1% GEL X 50GR;30/11/2028;DICLOFENACO; S/ 14.00 
31180;ANS;DOLOCORDRALAN EXTRA FORTE NF X 54CAP;31/08/2027;DICLO+TIAM+PIRIDOXINA+CIANOCOB; S/ 87.00 
30388;ROXF;DOLOCORT PLUS GEL 2%50GR-DICLOFENACO 2%;31/01/2028;DICLOFENACO; S/ 10.50 
31423;INTF;DOLOIR FORTE GEL 2% X 50GR;31/01/2028;DICLOFENACO SODICO; S/ 9.80 
26843;IQF;DOLOL FRUTAS GOTAS 15ML;31/08/2028;PARACETAMOL; S/ 5.50 
4561;MED;DOLOMAX 100MG SUSP X 60ML;31/03/2027;IBUPROFENO; S/ 8.50 
1094;MED;DOLOMAX 400MG X  20 TAB;30/11/2026;IBUPROFENO; S/ 12.00 
30684;INTF;DOLOMOL 1 GR X 100 TABLETAS;30/06/2028;PARACETAMOL; S/ 23.00 
31228;UNM;DOLONET 100MG/5ML SUSP.ORAL KIDS X 60ML;30/04/2027;IBUPROFENO; S/ 7.00 
33667;HER;DOLORAL 100MG/5ML SUSP 60ML;31/12/2027;; S/ 9.50 
1350;HER;DOLORAL 400MG X100 TAB;30/07/2027;IBUPROFENO; S/ 75.00 
30510;HER;DOLORAL FORTE 200MG/5ML SUSP X 60ML;30/11/2026;IBUPROFENO; S/ 19.00 
2958;HER;DOLORAL GOTAS ORALES 40MG/ML X15ML;31/10/2027;IBUPROFENO; S/ 13.50 
29759;EUR;DOLORO 10MG X 30 COMP CICLOBENZAPRINA;30/09/2028;; S/ 60.00 
29760;EUR;DOLORO 5MG X 30 TAB.RECUBIERTA;29/02/2028;CICLOBENZAPRINA; S/ 52.50 
25956;GEN;DOMPERIDONA 10 MG X 20 TABLETAS;31/08/2026;DOMPERIDONA; S/ 17.00 
805;ANS;DONAFAN FORTE 2MG X 100 TAB;31/01/2029;LOPERAMIDA; S/ 50.00 
27556;LBF;DONALAB 2MG X 100 TABLETAS;30/06/2029;LOPERAMIDA; S/ 24.50 
26053;MED;DONAMED F X 100 TABLETAS;30/05/2026;LOPERAMIDA; S/ 65.00 
29943;INTF;DORITA 28 CJA X 28 TABLETAS;31/08/2028;LEVONORGESTREL+ETINILESTRADIOL; S/ 5.00 
30520;MGB;DORIXINA RELAX X 50 COMP;30/09/2027;LISINA CLONIXINAT+CICLOBENZAPR; S/ 88.00 
28539;LAP;DOXICICLINA 100MG X 100CAPS;30/09/2028;DOXICICLINA; S/ 15.00 
27026;AC;DOXICICLINA 100MG X100 TAB. RECUBIERTA;31/08/2027;DOXICICLINA; S/ 16.70 
28060;QUI;DOXIPLUS 100MG X100 CAP;31/07/2027;DOXICICLINA; S/ 81.80 
1096;OM;DOXIPROCT PLUS POMADA X 12GR;30/09/2030;CALCIO DOBESILA+LIDOCAIN+DEXAM; S/ 29.50 
1095;OM;DOXIPROCT POMADA X 12GR;28/02/2030;LIDOCAINA+CALCIO DOBESIL; S/ 28.50 
3223;OM;DOXIUM 500MG X100 CAP;30/06/2027;CALCIO DOBESILATO; S/ 300.00 
29920;DPS;DR.FLU CAJA X 100 CAPSULAS;08/05/2028;PARACET+CLORFE+DEXTRO+FENILEFR; S/ 46.50 
28876;PFA;DROKSE 150MG/ML MEDROXIPROGESTERONA;30/09/2027;MEDROXIPROGESTERONA; S/ 12.30 
26464;SGC;DROXILAR 250MG SUSP 60 ML  CEFADROXILO;28/02/2027;; S/ 23.00 
5005;SOF;DULCOLAX 5MG X 100TAB.LIB.RETAR.;30/11/2027;BISACODILO; S/ 104.00 
27104;DCP;DUREX PRESERV 3UND CLASICO;28/02/2030;PROFILACTICO; S/ 5.80 
29751;DCP;DUREX PRESERV 3UND CLIMAX MUTUO;31/01/2029;PROFILACTICO; S/ 8.50 
27107;DCP;DUREX PRESERV 3UND EXTRA SEGURO;28/02/2029;PROFILACTICO; S/ 6.80 
25210;DCP;DUREX PRESERV 3UND JEANS;31/03/2030;PROFILACTICO; S/ 4.00 
27109;DCP;DUREX PRESERV 3UND MAXIMO PLACER;30/04/2030;PROFILACTICO; S/ 7.00 
20968;PFI;DYNASTAT 40MG IM/IV.1 AMP.;30/03/2028;PARECOXIB; S/ 36.00 
31430;MWC;EDDAD 400UI X 30CAP.BLANDAS;20/01/2030;VITAMINA E NATURAL 400UI; S/ 35.00 
30568;MED;ELECTROLIGHT FRESA 800ML;31/10/2027;ELECTROLITOS ORALES; S/ 3.30 
27799;MED;ELECTROLIGHT FRESA FCO 475ML;30/06/2027;ELECTROLITOS ORALES; S/ 2.30 
30593;MED;ELECTROLIGHT PIÑA X 800ML;30/10/2027;SALES REHIDRATACION; S/ 3.30 
20874;MED;ELECTRORAL NF  FRESA 1000ML;31/12/2028;PREVENC.TRATAMI.DE DESHIDRATAC; S/ 11.00 
20875;MED;ELECTRORAL PED NF FRESA 1000ML;31/07/2028;PREVENC.TRATAMI.DE DESHIDRATAC; S/ 11.50 
1818;ELI;ELIPRIM BALSAM NF SUSP X 100ML;31/07/2028;SULFA+TRIMETO+SULFOGUAYACOLATO; S/ 11.50 
1817;ELI;ELIPRIM FORTE SUSP X 100ML;31/08/2029;SULFAMETOXAZOL+TRIMETOPRIMA; S/ 15.00 
1816;ELI;ELIPRIM PEDIAT SUSP X 60ML;31/08/2028;SULFAMETOXAZOL+TRIMETOPRIMA; S/ 10.00 
31232;ELI;ELITON CIP AP NF SOL.ORAL X 230ML;30/04/2028;CIPROHEPTADINA+LISINA+CARNITIN; S/ 25.80 
30907;ELI;ELITON FE 100MG/5ML X 5 AMP BEBIBLES;31/07/2027;HIERRO; S/ 34.50 
27768;ELI;ELITON FE 50  GOTAS FCO X 20 ML;31/08/2027;COMPLEJO POLIMALTOSADO FERRICO; S/ 25.00 
27769;ELI;ELITON FE 50 JBE FCO X 100 ML;30/09/2026;COMPLEJO POLIMALTOSADO FERRICO; S/ 25.00 
25685;ELI;ELITON VIT GOTAS FCO X 20 ML;31/03/2027;MULTIVITAMINICO; S/ 23.00 
1056;ELI;ELITON-NF   JARABE X 340ML.;28/02/2027;SUPLEMENT VITAMINIC/ANTIANEMIC; S/ 24.50 
4896;ELI;ELITON.FORTE. JARABE X 340ML.;30/04/2027;ANTIANEMICO.VITAMINICO; S/ 29.50 
30594;MED;EMULSION DR.ZAIDMAN X 100GR.;31/10/2027;ZINC+BENZALCONIO CLORURO; S/ 43.50 
28064;MED;EMULSION DR.ZAIDMAN X 30GR.;31/10/2027;ZINC+BENZALCONIO CLORURO; S/ 18.00 
28693;MED;EMULSION DR.ZAIDMAN X 50GR.;30/11/2027;ZINC+BENZALCONIO CLORURO; S/ 28.00 
6884;HAL;EMULSION SCOTT 10% FCO 400ML CEREZA;30/04/2027;COMPLEMENTO DIETETICO; S/ 30.80 
22840;LAP;ENALAPRIL 10MG X100 TAB;31/01/2028;ENALAPRIL; S/ 4.00 
2422;FIN;ENALAPRIL 10MG X140 TAB;30/06/2027;ENALAPRIL; S/ 5.50 
22843;LAP;ENALAPRIL 20MG X100 TAB;31/01/2028;ENALAPRIL; S/ 6.00 
31380;LDL;ENDDOL DELFARMA NF 500MG+150MG X 200TAB.REC.;31/12/2027;PARACETAMOL+IBUPROFENO; S/ 85.00 
20678;SOF;ENTEROGERMINA X 10 AMP BEBIBLES;31/10/2027;BACILLUS CLAUSII ESPORAS; S/ 38.00 
6039;LFT;ENTEROPHAR FORTE 50MG/5ML DIEPHAR SUSP.ORAL X60MON;29/02/2028;FURAZOLIDONA; S/ 38.50 
29653;LFT;ENTEROPHAR FORTE SUSP X 120ML;31/10/2027;FURAZOLIDONA; S/ 8.00 
27246;MED;EQUALAX 5MG X 100 TABLETAS;31/03/2028;BISACODILO; S/ 65.00 
31206;AC;ERGONEX PLUS X 50 TAB. REC;30/09/2027;ERGOTAMINA+CAFEINA+PARACETAMOL; S/ 57.20 
5804;LAP;ERITROMICINA 250MG/5ML SUSP 60ML;31/03/2029;ERITROMICINA; S/ 4.50 
4910;LAP;ERITROMICINA ESTEARATO 500MG X 100 TAB REC;31/10/2028;ERITROMICINA ESTEARATO; S/ 44.00 
2112;GEN;ESCITALOPRAM 10 MG X 28 COMP;31/03/2027;ESCITALOPRAM; S/ 71.50 
28062;BNH;ESOMEPRAZOL 40MG X30 TABL;31/07/2027;ESOMEPRAZOL; S/ 9.50 
30227;LPC;ESPASMEX COMPUESTO X 60 TAB;28/02/2029;HIOSCINA BUTILBROMURO+PARACETA; S/ 46.00 
27391;AC;ESPIRONOLACTONA  25MG X100 TAB;30/06/2028;ESPIRONOLACTONA; S/ 26.00 
31434;AC;ESPIRONOLACTONA 100MG X 50 TABLETAS;30/06/2028;ESPIRONOLACTONA; S/ 62.00 
33545;AJR;ETEROCOXX 120MG X 10TAB.REC. (ETORICOXIB);31/12/2027;ETORICOXIB; S/ 14.00 
33546;AJR;ETEROCOXX 90MG X 10TAB.REC. (ETORICOXIB);31/12/2027;ETORICOXIB; S/ 11.00 
33671;MED;ETIQUET JABON HUMECTANTE 75G;31/12/2027;; S/ 1.80 
30381;QMP;ETORICOXIB 120MG X 60 TABLETAS;31/07/2028;ETORICOXIB; S/ 41.00 
29855;QMP;ETORIGLOB 120MG X 30 TABLETAS;31/07/2028;ETORICOXIB; S/ 43.00 
30256;EUR;ETOX 120MG X 7 TABLETAS REC;30/09/2028;ETORICOXIB; S/ 37.70 
30255;EUR;ETOX 90MG X 14 TABLETAS REC;31/01/2028;ETORICOXIB; S/ 56.00 
4234;MER;EUTIROX 100MCG.X50 TABLETAS.;31/08/2027;LEVOTIROXINA; S/ 55.00 
2758;MER;EUTIROX 125MCG.X50 TABLETAS.;30/06/2027;LEVOTIROXINA; S/ 80.00 
5651;MER;EUTIROX 25MCG.X50 TABLETAS.;31/08/2027;; S/ 28.80 
1972;MER;EUTIROX 50MCG.X50 TABLETAS.;29/02/2028;LEVOTIROXINA; S/ 34.50 
2760;MER;EUTIROX 75MCG.X50 TABLETAS.;31/01/2028;LEVOTIROXINA; S/ 44.30 
26236;MED;EVACLEAN PVO 4 SOBRES X 109.6GR;01/10/2026;EVACUANTE INTESTINAL; S/ 82.00 
31082;MED;EVACUOL PLUS SOL RECTAL FCO X 133ML;30/10/2029;FOSFATO MONOBASICO-DIBASICO; S/ 24.50 
31083;MED;EVACUOL PLUS SOL RECTAL FCO X 266ML;31/10/2029;FOSFATO MONOBASICO-DIBASICO; S/ 33.50 
31197;MED;EVACUOL PLUS SOL RECTAL FCO X 66.5ML;30/06/2029;FOSFATO MONOBASICO-DIBASICO; S/ 26.50 
33573;UNM;EVIGAX FORTE 250MG X 10 CAP.BLANDAS;31/05/2027;SIMETICONA; S/ 14.90 
30351;UNM;EVIGAX FORTE 250MG X 30 CAP-SIMETICONA;26/08/2027;SIMETICONA; S/ 43.50 
29880;GRI;EVITTA CAJA X 1 COMP.;30/04/2030;LEVONORGESTREL; S/ 2.50 
31270;SOUT;EXTINDOL 1G X 100 TABLETAS;30/06/2028;PARACETAMOL; S/ 22.00 
6554;PFA;FAMILA 28 X 28 TABLETAS REC;31/01/2029;LEVONORGESTREL+ETINILESTRADIOL; S/ 6.50 
31461;DUA;FAMIPLAN X 28 TABLETAS RECUBIERTAS;31/05/2028;LEVONORGESTREL+ETINILESTRADIOL; S/ 5.50 
25717;MIN;FASTUM GEL TUBO X 30 GR;31/05/2029;KETOPROFENO; S/ 17.50 
29430;LAP;FENAMAX 120MG X 10 TAB-FEXOFENADINA;30/01/2028;FEXOFENADINA; S/ 11.00 
29429;LAP;FENAMAX 180MG X 10TAB-FEXOFENADINA;30/01/2028;FEXOFENADINA; S/ 11.50 
21573;FIN;FENAZOPIRIDINA 100MG X100 TABLETAS;30/11/2026;FENAZOPIRIDINA; S/ 14.80 
6745;IQF;FENAZOPIRIDINA 100MG X100 TABLETAS;31/08/2028;FENAZOPIRIDINA; S/ 16.50 
2967;QUI;FERANIN AMP.BEBIB.X 5 UND.;31/08/2028;HIERRO POLIMALTOSATO; S/ 47.00 
30722;QUI;FERANIN FOL 100MG/0.35MG X 30 TAB MAST;31/03/2027;HIERRO POLIMALTOSATO+ACI.FOLIC; S/ 60.00 
5034;QUI;FERANIN FORTE 50MG GOTAS X 20ML;31/12/2028;HIERRO POLIMALTOSATO; S/ 31.50 
28451;QUI;FERANIN NF 50 MG/5ML JBE X 100ML;31/12/2028;HIERRO POLIMALTOSATO; S/ 30.00 
29259;LGE;FERROPEN 50MG/5ML JBE X 100ML;31/10/2028;HIERRO POLIMALTOSATO-ANTIANEMI; S/ 20.50 
31184;LGE;FERROPEN 50MG/ML SOL.ORAL X 30ML;30/11/2027;HIERRO POLIMALTOSATO-ANTIANEMI; S/ 21.00 
29711;HER;FERROSIL 100MG/5ML X 5 AMP BEB;30/11/2027;; S/ 27.80 
6106;GHS;FINARTRIT ADVANCED X 30 SOBRES;31/07/2028;SUPLEMENTO DIETETICO; S/ 93.50 
28508;FSU;FISIOPLUS FORTE 2 GEL X 50 GR;30/11/2028;DICLOFENACO DIETILAMINA-SODICO; S/ 16.50 
33589;ANS;FLAGYL 500MG X 20 TABLETAS;31/10/2028;METRONIDAZOL; S/ 18.50 
30621;IQF;FLATUZYM ADVANCE X 100 CAP;31/08/2027;ENZIMAS DIGESTIVAS+SIMETICONA; S/ 62.00 
27563;HER;FLAVOXIL 200MG X 20 TAB.RECUBIERTAS;31/05/2027;FLAVOXATO; S/ 47.00 
30809;BAG;FLEX 4MG X 90 COMP(PRIDINOL MESILATO);08/06/2027;PRIDINOL MESILATO; S/ 210.30 
31212;BAG;FLEX NF 2MG/ML X 3AMP.;18/12/2027;PRIDINOL MESILATO; S/ 48.00 
29172;LGI;FLEXIGEM PLUS PTE X 330GR;30/09/2028;COLAGENO HIDROLIZADO; S/ 49.00 
30393;SHE;FLEXIHOT NF UNGTO X 100GR;30/04/2027;SALICILI METILO+MENTOL+ALCANFO; S/ 11.50 
30990;PRL;FLEXOPLUS 1% FCO X 50ML-INDOMETACINA;30/11/2027;INDOMETACINA; S/ 22.00 
30502;GIL;FLEXTRIM POTE X 550 GR;30/09/2028;COLAGENO; S/ 74.80 
30617;SHE;FLOGOFLEX RELAX X 100 TAB;30/04/2028;CLORZOXASONA+PARACETAMOL; S/ 50.00 
29782;QMP;FLORA BALANCE X 10 FCOS;02/01/2027;BACILLUS CLAUSII ESPORAS; S/ 11.00 
30307;QBCX;FLORATIL 250MG X 10 CAP;31/05/2028;SACCHAROMYCES BOULARDI; S/ 26.50 
2934;LAI;FLORIL COLIRIO X 8 ML.;31/05/2028;NAFAZOLINA; S/ 6.80 
31;LAI;FLORIL COLIRIO X15 ML.;31/08/2028;NAFAZOLINA; S/ 9.00 
31012;LAI;FLORIL SMART GAMER SOL OFT X 10ML;30/08/2026;TETRAHIDROZOLINA; S/ 14.80 
33532;DDA;FLUCODAZOL 200MG/100ML FCO SOL.PARA PERF.AMP.;31/12/2027;FLUCONAZOL; S/ 15.00 
30616;SHE;FLUCOFARMA 150 MG X 2 CAPS;31/07/2028;FLUCONAZOL; S/ 3.00 
25334;BAG;FLUCOMIX 50MCG SPPN X 120DOSIS;30/11/2027;PROPIONATI DE FLUTICASONA; S/ 116.50 
29200;IQF;FLUCONAZOL 150MG X  2 CAPS;28/02/2028;FLUCONAZOL; S/ 1.50 
22954;FIN;FLUCONAZOL 150MG X  2 CAPS;30/06/2027;FLUCONAZOL; S/ 1.30 
31488;GEN;FLUCONAZOL 150MG X 2 CAP;30/07/2027;FLUCONAZOL; S/ 3.00 
23036;LAP;FLUCONAZOL 150MG X100 CAPS;30/09/2026;FLUCONAZOL; S/ 25.00 
27608;GEN;FLUCONAZOL 200MG X  4 CAPS;30/01/2028;FLUCONAZOL; S/ 10.00 
20675;AC;FLUCOSTAT 200MG X 1 TABLETAS;30/11/2026;FLUCONAZOL; S/ 7.50 
27101;QUI;FLUCOXIN 150MG X  2 CAPSULAS;31/01/2029;FLUCONAZOL; S/ 5.00 
26467;MED;FLUIBRONCOL 100MG JBE X 120ML;01/07/2027;; S/ 19.50 
29367;ELI;FLUIMAX 100MG/5ML SOL X 120ML;31/10/2027;ACETILCISTEINA; S/ 20.00 
28941;LAP;FLUIMEXINA 200MG X 30 SOBRES GPSO;31/10/2028;ACETILCISTEINA; S/ 16.00 
30774;LAP;FLUIMEXINA 600MG X 30 SOBRES;30/06/2027;ACETILCISTEINA; S/ 24.00 
4014;LUK;FLUIMUCIL 200MG ADUL X30 SOB;28/02/2027;ACETILCISTEINA; S/ 80.00 
6348;LUK;FLUIMUCIL 300MG/3ML SOL.INY. X 5 AMPOLLAS;30/06/2030;ACETILCISTEINA; S/ 54.00 
6821;LUK;FLUIMUCIL 600MG COMP X20 EFERV;31/05/2028;ACETILCISTEINA; S/ 72.00 
6079;LUK;FLUIMUCIL.100MG/5ML JARABE 120ML.;30/11/2027;ACETILCISTEINA; S/ 40.00 
1854;EUR;FLUMIL 150 MG. X 1 CAPSULAS;31/07/2028;FLUCONAZOL; S/ 5.40 
31137;AC;FLUOXETINA 20MG X 100 TABLETAS;31/01/2028;FLUOXETINA; S/ 15.30 
31055;OQP;FLUTEPHARM 250MCG PLUS / DOSIS AEROSOL;30/11/2026;FLUTICASONA PROP+SALMETEROL; S/ 44.80 
29050;LLA;FLUTICASONA 125MG/DOSIS AEROSOL;31/03/2028;FLUTICASONA; S/ 37.50 
5561;LUK;FLUTOX 17.7MG FRASCO X 120ML;31/12/2027;CLOPERASTINA; S/ 33.00 
29615;LGI;FORTIMAX KIDS FCO X 180ML;30/11/2027;CALCIO+MAGNESIO+ZINC+VITAMIN.D; S/ 11.50 
29696;UNM;FORTZINK 20MG X 20 CAP;28/02/2027;ZINC; S/ 28.50 
31013;CFM;FOS-HEPAN FORTE X 30 CAP BLANDAS;31/07/2027;SILIM+FOSFOLP+L-GLUTAT+VITAM; S/ 43.00 
30998;IQF;FOSFUROL 3G X 1 SOB GRANULADO;31/03/2028;FOSFOMICINA; S/ 40.00 
2376;LAI;FRAMIDEX NF GOTAS FCO 2.5ML;31/10/2028;FRAMICETINA-DEXAMETASONA; S/ 6.50 
77;MED;FRAMYCORT GOTAS FRASCO 2.5 ML;30/09/2027;; S/ 7.80 
33611;LFT;FRESPIE 1% SOL.PULV.CUTANEA X 30ML;29/02/2028;TERBINAFINA; S/ 11.00 
5118;LAP;FURAZOLIDONA 50MG JBE X120 ML.;30/01/2028;FURAZOLIDONA; S/ 3.40 
27300;DDA;FUROSEMAX 20MG/2ML X 10 AMP;30/06/2027;FUROSEMIDA; S/ 8.00 
1378;MED;FUROXONA 100MG X100 TABL;31/07/2028;FURAZOLIDONA; S/ 164.10 
27925;VTP;GABAPENTINA 300MG X100 CAP;30/09/2028;GABAPENTINA; S/ 20.00 
29361;LLA;GABAPENTINA 300MG X100 TAB;31/12/2027;GABAPENTINA; S/ 19.00 
27062;LBF;GARDIL 100MG/5ML PPSO X 60ML;30/09/2028;NITAZOXANIDA; S/ 11.00 
26996;LBF;GARDIL 500MG X 6 TAB;30/06/2028;NITAZOXANIDA; S/ 11.00 
30947;LIPH;GASEOMEET GTS FRESA X 15ML - SIMETICONA;30/11/2026;SIMETICONA; S/ 10.00 
4450;MED;GASEOVET  40MG 150 TAB MAST;31/08/2027;SIMETICONA; S/ 242.00 
5838;MED;GASEOVET  80MG 120 TAB MAST;31/10/2028;SIMETICONA; S/ 246.00 
29008;MED;GASEOVET CB 240MG X 30 CAPS BLANDAS;28/02/2027;SIMETICONA; S/ 118.40 
29298;MED;GASEOVET FORTE GOTAS FRESA 15ML;31/07/2028;SIMETICONA; S/ 22.00 
3257;MED;GASEOVET GTS ANIS   15ML.;30/09/2028;SIMETICONA; S/ 22.00 
3040;MED;GASEOVET GTS FRESA  15ML.;30/09/2027;SIMETICONA; S/ 22.00 
26145;MED;GASEOVET MS SUSP X 220 ML;31/03/2028;MAGALDRATO + SIMETICONA; S/ 18.80 
30254;EUR;GASPAN 40MG X 14 COMP;30/11/2026;PANTOPRAZOL; S/ 53.80 
25803;IQF;GASTRORAL SUSP ORAL FCO X 200 ML;31/07/2028;MAGALDRATO + SIMETICONA; S/ 13.50 
29826;IQF;GASTRORAL X 120 TAB;30/12/2029;MAGALDRATO + SIMETICONA; S/ 73.00 
21717;LAP;GEMFIBROZILO 600MG X100 TAB;31/10/2028;GEMFIBROZILO; S/ 23.30 
6572;LGE;GENSARNA 25% LOCION X 60ML;31/12/2028;BENCILO BENZOATO; S/ 7.50 
29797;DDA;GENTABIOT 160MG/2ML IM-IV X 10AMP.;30/09/2028;GENTAMICINA; S/ 8.50 
